nom;prenom;groupe;beneficiaire;adresse;descriptif;programme_budgetaire;montant;observations
GOMES;Philippe;"Union des démocrates et indépendants";"Festival cinéma de la Foa";"BP 46 La Foa 98880 Nouvelle-Calédonie";Fonctionnement;334-02;8368.00;
GOMES;Philippe;"Union des démocrates et indépendants";"Foire et expositions agricoles et artisanales de Bourail";"BP 859 - 98870 Bourail Nouvelle-Calédonie";Fonctionnement;206-02;8368.00;
GOMES;Philippe;"Union des démocrates et indépendants";"Les bois noirs";"BP 73 La Foa 98880 Nouvelle-Calédonie";Fonctionnement;157-04;8368.00;
GOMES;Philippe;"Union des démocrates et indépendants";"Les cheveux blancs";"BP 674 - 98850 Koumac Nouvelle-Calédonie";Fonctionnement;157-05;8368.00;
GOMES;Philippe;"Union des démocrates et indépendants";"PI WIAN MAA PAARII";"BP 256 - 98825 Pouembout Nouvelle-Calédonie";Fonctionnement;140-03;4190.00;
GOMES;Philippe;"Union des démocrates et indépendants";"Racing Club de Poindimié";Poindimié;Fonctionnement;163-01;4190.00;
GOMES;Philippe;"Union des démocrates et indépendants";"Société des courses hippiques de la Foa";"BP 532 La Foa 98880 Nouvelle-Calédonie";Fonctionnement;219-02;4190.00;
GOMES;Philippe;"Union des démocrates et indépendants";"Syndicat d'intiative de Sarramea";"maison du tourisme route provinciale Sarramea nouvelle calédonie";Fonctionnement;131-01;4190.00;
GORGES;Jean-Pierre;"Les Républicains";"Amicale des sports et des loisirs de Morancez";"Mme Mylene GUICHARD, Président
34, rue de Chartres
28630 - Morancez
02 37 33 05 27";"Achat de matériels";163-01;20000.00;
GORGES;Jean-Pierre;"Les Républicains";"Association des Amis du Patrimoine";"Mme Béatrix HALLAY, Présidente
Mairie - 6, rue de la Mairie
28300 - Saint Aubin des Bois
02 37 32 98 72";"Achat tables et divers matériels";175-01;2000.00;
GORGES;Jean-Pierre;"Les Républicains";"Association des amis du patrimoine de Bleury-Saint Symphorien";"M. Philippe CAGNIEUL, Président Mairie de Bleury 3, rue de la Mairie 28700 - Bleury-Saint Symphorien";"Restauration du patrimoine de l'église";175-01;15000.00;
GORGES;Jean-Pierre;"Les Républicains";"Association des Amis du patrimoine de Poisvilliers";"M. Marc BOURGEOT, Président 32, rue du Village 28300 - Poivilliers";"Travaux de réhabilitation";175-01;12000.00;
GORGES;Jean-Pierre;"Les Républicains";"Ball Trap Chartrain";"M. Pascal FERRIERE, Président 19, rue de la Vallée - Chazay 28300 - Saint Aubin des Bois";"Aménagement des locaux";219-01;4000.00;
GORGES;Jean-Pierre;"Les Républicains";"Bridge Club des Camutes";"Mme Marie Françoise LECCIA, Présidente 84, rue Muret 28000 - Chartres";"Achat de matériels";224-02;4000.00;
GORGES;Jean-Pierre;"Les Républicains";"Cadance Country";"Mme Jocelyne RIGOURD, Présidente 2 bis, rue Pigeon 28210 - Villemeux sur Eure";"Achat de matériels de sonorisation";224-02;4000.00;
GORGES;Jean-Pierre;"Les Républicains";"Comité des Fêtes de Saint Prest";"M. Roger PELLETIER, Président Mairie de Saint Prest 28300 - Saint Prest";"Achat de matériels";224-02;5000.00;
GORGES;Jean-Pierre;"Les Républicains";"Commune de Villemeux sur Eure";;"Travaux de sécurité salle des fêtes";122-01;3000.00;
GORGES;Jean-Pierre;"Les Républicains";"Commune de Villemeux sur Eure";;"Travaux de sécurité Ecoles";122-01;11900.00;
GORGES;Jean-Pierre;"Les Républicains";"Commune de Villemeux sur Eure";;"Travaux de sécurité Médiathèque";122-01;1400.00;
GORGES;Jean-Pierre;"Les Républicains";"Commune de Villemeux sur Eure";;"Travaux de sécurité Mairie";122-01;2000.00;
GORGES;Jean-Pierre;"Les Républicains";"Commune de Villemeux sur Eure";;"Travaux de sécurité Centre de loisirs";122-01;1700.00;
GORGES;Jean-Pierre;"Les Républicains";"Grandir à Gas";"M. Grégory MARANDON, Président
13, rue des Ponts
28320 - Gas
02 37 31 55 13";"Achat de matériels";230-01;5000.00;
GORGES;Jean-Pierre;"Les Républicains";"La Dame à la Licorne";"Mme Josiane LEBAIL-JOLLY, Présidente MPT de la Madeleine - Mail Jean de Dunois 28000 - Chartres";"Achat de matériels";102-02;10000.00;
GORGES;Jean-Pierre;"Les Républicains";"Le Manteau de Saint Martin";"Mme Gisèle PRETET, Présidente Mairie de Bouglainval Rue de Chateauneuf 28130 - Bouglainval";"Restauration du patrimoine de l'église";175-01;15000.00;
GORGES;Jean-Pierre;"Les Républicains";"Les Amis des abeilles d'Eure et Loir";"M. Jean-Marie RUIZ, Président Chambre d'agriculture 10, rue Dieudonné Costes 28000 - Chartres";"Achat de matériels";154-11;3000.00;
GORGES;Jean-Pierre;"Les Républicains";"Saint Laurent animation";"M. James PINSAULT, Président 7 bis, allée des Trembles 28210 - Saint Laurent la Gatine";"Achat de matériels";163-01;3000.00;
GORGES;Jean-Pierre;"Les Républicains";"Société de chasse d'Armenonville les Gatineaux";"M. Jean-Pierre VIDAL, Président
3, Le Montoir
28320 - Bailleau Armenonville
02 37 31 52 45";"Aménagement du territoire";113-07;4000.00;
GORGES;Jean-Pierre;"Les Républicains";"Société des chasseurs de la commune d'Ymeray";"M. Eric MAZINGUE, Président Mairie - 1, place de l'Eglise 28320 - Ymeray";"Achat de matériels";113-07;4000.00;
GOSSELIN;Philippe;"Les Républicains";"ACCUEIL - Association communautaire pour la Coordination et Une Emergence des Initiatives Locales";"Sainte-Mère-Eglise (50480)";Fonctionnement;163-01;1000.00;
GOSSELIN;Philippe;"Les Républicains";AGNEAUX;;"l'installation d'un élévateur pour personnes à mobilité réduite à l'école maternelle Marie Ravenel";122-01;6200.00;
GOSSELIN;Philippe;"Les Républicains";"Amicale ""Support Group"" de l'Association nationale des Anciens combattants de la Seconde Division des Etats Unis et du bataillon français de l'ONU en Corée";"St Georges d'Elle (50680)";Fonctionnement;167-02;1000.00;
GOSSELIN;Philippe;"Les Républicains";"Animation et Loisirs";"Cerisy la Forêt (50680)";Fonctionnement;163-01;1000.00;
GOSSELIN;Philippe;"Les Républicains";"APEL de l'école du Sacré Cœur de Torigni sur Vire";"Torigni-sur-Vire (50160)";Fonctionnement;214-01;1000.00;
GOSSELIN;Philippe;"Les Républicains";"Association Centre Manche Professionnels de Santé";"Marigny (50570)";Fonctionnement;204-12;2000.00;
GOSSELIN;Philippe;"Les Républicains";"Association de parents d'élèves de l'Ecole Sainte-Marie à Tessy sur Vire";"Tessy-sur-Vire (50420)";Fonctionnement;214-01;1000.00;
GOSSELIN;Philippe;"Les Républicains";"Association de parents d'élèves du RPI de St André de l'Epine St-Georges d'Elle St Pierre de Semilly";"St Georges d'Elle (50680)";Fonctionnement;214-01;1000.00;
GOSSELIN;Philippe;"Les Républicains";"Association départementale des ACPG - CATM - TOE de la Manche";"Saint-Lô (50000)";Fonctionnement;169-03;2500.00;
GOSSELIN;Philippe;"Les Républicains";"Association des Amis de l'Abbaye de Cerisy la Forêt";"Cerisy la Forêt (50680)";Fonctionnement;175-01;1500.00;
GOSSELIN;Philippe;"Les Républicains";"Association des Lycéens, Etudiants, Stagiaires et Apprentis de l'EPLEFPA de Saint-Lo-There (A.L.E.S.A.T.)";"Le Hommet d'Arthenay (50620)";Fonctionnement;143-01;1000.00;
GOSSELIN;Philippe;"Les Républicains";"Association des parents d'élèves de l'école Julien Bodin";"Marigny (50570)";Fonctionnement;214-01;1000.00;
GOSSELIN;Philippe;"Les Républicains";"Association paroissiale Notre Dame de Bon Secours";"Saint Marcouf de l'Isle (50310)";"Organisation activités paroissiales / entretien et embellissement lieux de culte";232-04;1000.00;
GOSSELIN;Philippe;"Les Républicains";"Association Sauvegardons la Chapelle de la maison de retraite";"Torigni-sur-Vire (50160)";Fonctionnement;175-01;1500.00;
GOSSELIN;Philippe;"Les Républicains";"Au fil de l'Osier";"Rémilly-sur-Lozon  (50570)";Fonctionnement;224-02;1500.00;
GOSSELIN;Philippe;"Les Républicains";BOUTTEVILLE;;"la restauration de la voûte de l'église";122-01;1500.00;
GOSSELIN;Philippe;"Les Républicains";BREVANDS;;"la mise en place d'une signalétique des rues";122-01;1000.00;
GOSSELIN;Philippe;"Les Républicains";"Carentan K'Acteurs";"Graignes Mesnil Angot (50620)";Fonctionnement;131-01;1000.00;
GOSSELIN;Philippe;"Les Républicains";Charcot;"Hôpital de Saint-Lô (50000)";Fonctionnement;157-05;1000.00;
GOSSELIN;Philippe;"Les Républicains";"Cheval Normandie";"Saint-Lô (50000)";Fonctionnement;154-11;2000.00;
GOSSELIN;Philippe;"Les Républicains";"Club Sportif Villedieu";"Villedieu-les-Poêles (50800)";Fonctionnement;219-01;1000.00;
GOSSELIN;Philippe;"Les Républicains";"Confrérie Cassine des Chevaliers de Saint Jacques";"Montebourg (50310)";Fonctionnement;154-11;1000.00;
GOSSELIN;Philippe;"Les Républicains";FET'ARTS;"Paris (75011)";Fonctionnement;224-02;1500.00;
GOSSELIN;Philippe;"Les Républicains";"Football Club Saint-Lô Manche";"Saint-Lô (50000)";Fonctionnement;219-01;2000.00;
GOSSELIN;Philippe;"Les Républicains";FOUCARVILLE;;"le remplacement de la cloche de l'église";122-01;1500.00;
GOSSELIN;Philippe;"Les Républicains";FOURNEAUX;;"la réfection de la toiture de l'église";122-01;1500.00;
GOSSELIN;Philippe;"Les Républicains";GIEVILLE;;"la mise aux normes d'accessibilité et la rénovation du secrétariat de mairie";122-01;4000.00;
GOSSELIN;Philippe;"Les Républicains";GUILBERVILLE;;"la mise en accessibilité de l'ancienne école maternelle par l'aménagement d'une rampe d'accès à l'arrière du bâtiment";122-01;2500.00;
GOSSELIN;Philippe;"Les Républicains";Hébé;"Hôpital de Saint-Lô (50000)";Fonctionnement;204-12;2000.00;
GOSSELIN;Philippe;"Les Républicains";HOUESVILLE;;"le rejointoiement des façades Nord et Est du clocher de l'église";122-01;1500.00;
GOSSELIN;Philippe;"Les Républicains";"LA CHAPELLE-ENJUGER";;"le remplacement de la porte d'entrée de la salle communale et la mise en accessibilité des sanitaires";122-01;4000.00;
GOSSELIN;Philippe;"Les Républicains";"LE MESNIL-EURY";;"l'aménagement de l'ancienne école en local associatif avec mise aux normes d'accessibilité";122-01;4000.00;
GOSSELIN;Philippe;"Les Républicains";"LE MESNIL-ROUXELIN";;"l'acquisition d'un défibrillateur et d'une armoire extérieure";122-01;900.00;
GOSSELIN;Philippe;"Les Républicains";"LE MESNIL-VENERON";;"l'aménagement de rampes d'accès à la mairie et à la salle des fêtes";122-01;1500.00;
GOSSELIN;Philippe;"Les Républicains";"LE MESNIL-VIGOT";;"l'agrandissement du cimetière et la création d'un parking pour les personnes à mobilité réduite et la mise en accessibilité de l'église et du cimetière";122-01;4000.00;
GOSSELIN;Philippe;"Les Républicains";"LE PERRON";;"la rénovation du Monument aux Morts";122-01;850.00;
GOSSELIN;Philippe;"Les Républicains";"Les Archers du Marais";"Carentan (50500)";Fonctionnement;219-01;1000.00;
GOSSELIN;Philippe;"Les Républicains";"LES VEYS";;"l'aménagement et la mise en accessibilité du centre-bourg";122-01;5000.00;
GOSSELIN;Philippe;"Les Républicains";"Les œuvres hospitalières françaises de l'Ordre de Malte";Paris;Fonctionnement;209-02;3500.00;
GOSSELIN;Philippe;"Les Républicains";LIESVILLE-SUR-DOUVE;;"la reproduction des fresques de l'autel de l'église";122-01;1500.00;
GOSSELIN;Philippe;"Les Républicains";LOZON;;"la réalisation de travaux de voirie au village ""Hôtel Es Allemans""";122-01;4000.00;
GOSSELIN;Philippe;"Les Républicains";"Maison Familiale Rurale d'Education et d'Orientation de Percy";"Percy (50410)";Fonctionnement;304-17;2250.00;
GOSSELIN;Philippe;"Les Républicains";MONTABOT;;"la mise en accessibilité extérieure de la salle communale et de l'église";122-01;2000.00;
GOSSELIN;Philippe;"Les Républicains";MONTBRAY;;"la mise en accessibilité du château abritant la mairie, l'école et la cantine";122-01;2000.00;
GOSSELIN;Philippe;"Les Républicains";MOON-SUR-ELLE;;"la réhabilitation de la salle des fêtes Arthur Turmet";122-01;2000.00;
GOSSELIN;Philippe;"Les Républicains";MORIGNY;;"la mise en accessibilité de l'église";122-01;2000.00;
GOSSELIN;Philippe;"Les Républicains";"Office des Sports, des Loisirs et de la Culture de l'Elle";"Saint Clair sur l'Elle (50680)";Fonctionnement;163-01;1000.00;
GOSSELIN;Philippe;"Les Républicains";OZEVILLE;;"la mise en accessibilité de l'église et la mise aux normes des installations électriques de l'église et de la mairie";122-01;1000.00;
GOSSELIN;Philippe;"Les Républicains";PRECORBIN;;"la mise aux normes d'accessibilité des locaux de la mairie";122-01;2000.00;
GOSSELIN;Philippe;"Les Républicains";"Reporters sans Frontières";Paris;Fonctionnement;185-02;2000.00;
GOSSELIN;Philippe;"Les Républicains";ROUXEVILLE;;"la mise en sécurité du chemin de la Bigne avec aménagement de la chaussée et des trottoirs";122-01;2000.00;
GOSSELIN;Philippe;"Les Républicains";SAINT-LOUET-SUR-VIRE;;"la réalisation de travaux de voirie";122-01;3500.00;
GOSSELIN;Philippe;"Les Républicains";SAINT-MARTIN-DE-BONFOSSE;;"la mise en accessibilité de la mairie et de la salle des fêtes (1ère tranche)";122-01;2500.00;
GOSSELIN;Philippe;"Les Républicains";SAINT-PIERRE-DE-SEMILLY;;"la mise aux normes d'accessibilité de la mairie";122-01;2000.00;
GOSSELIN;Philippe;"Les Républicains";SAINT-ROMPHAIRE;;"la mise en accessibilité de la mairie, de la salle polyvalente, de l'accueil de loisirs sans hébergement, des toilettes publiques et de la salle de classe n°4";122-01;3000.00;
GOSSELIN;Philippe;"Les Républicains";SAINTENY;;"l'isolation thermique du groupe scolaire et la mise en accessibilité des sanitaires du préau";122-01;4000.00;
GOSSELIN;Philippe;"Les Républicains";"syndicat de regroupement pédagogique intercommunal de l'Osier";;"l'acquisition de mobilier et d'un tableau numérique pour les écoles situées à Lozon et à Rémilly-sur-Lozon";122-01;2200.00;
GOSSELIN;Philippe;"Les Républicains";"Torigni Judo";"Torigni-sur-Vire (50160)";Fonctionnement;163-01;1000.00;
GOSSELIN;Philippe;"Les Républicains";"Tour de Normandie Caen Organisation";"Caen (14000)";Fonctionnement;219-01;1500.00;
GOSSELIN;Philippe;"Les Républicains";"Union nationale des Combattants - Section de l'arrondissement de St Lô";"Saint-Lô (50000)";Fonctionnement;169-03;2500.00;
GOSSELIN;Philippe;"Les Républicains";VIERVILLE;;"la création d'un cheminement piéton le long de la route départementale 913";122-01;2500.00;
GOSSELIN;Philippe;"Les Républicains";VILLEDIEU-LES-POELES;;"la mise en accessibilité de la cour de l'école primaire Jacques Prévert";122-01;7000.00;
GOSSELIN-FLEURY;Geneviève;"Socialiste, républicain et citoyen";AMAC;"75 rue général de gaulle - Tourlaville";"Accès à la musique pour tous";224-02;2000.00;
GOSSELIN-FLEURY;Geneviève;"Socialiste, républicain et citoyen";"Association Cheval pour Tous";"1 chemin de la Cavée - Querqueville";"Projet cheval pour handicapés";219-01;3000.00;
GOSSELIN-FLEURY;Geneviève;"Socialiste, républicain et citoyen";"Association Emmaus du Cotentin";"rue de l'Abbé Pierre - Equeurdreville";"Actions solidarité";177-11;2000.00;
GOSSELIN-FLEURY;Geneviève;"Socialiste, républicain et citoyen";"Association René et Lucile Schmitt";"10 rue du Roule - Cherbourg";"projets pour accueil personnes âgées";157-05;2800.00;
GOSSELIN-FLEURY;Geneviève;"Socialiste, républicain et citoyen";ATSCOM;"1 rue du Neufbourg - Cherbourg";"Actions  sourds et malentendants";157-04;2000.00;
GOSSELIN-FLEURY;Geneviève;"Socialiste, républicain et citoyen";AUDERVILLE;AUDERVILLE;"réfection toiture abri du canot de sauvetage";122-01;15000.00;
GOSSELIN-FLEURY;Geneviève;"Socialiste, républicain et citoyen";"Banque alimentaire";"100 rue Léon Jouaux - Saint-Lô";"Actions solidarité";304-14;2000.00;
GOSSELIN-FLEURY;Geneviève;"Socialiste, républicain et citoyen";"Chemin d'avenir";"2 Les Hortensias - Digosville";"Aide enfants burkinabais";209-02;2000.00;
GOSSELIN-FLEURY;Geneviève;"Socialiste, républicain et citoyen";CHERBOURG-OCTEVILLE;CHERBOURG-OCTEVILLE;"réalisation d'une stèle en mémoire des victimes de l'amiante";122-01;5000.00;
GOSSELIN-FLEURY;Geneviève;"Socialiste, républicain et citoyen";HARDINVAST;HARDINVAST;"rénovation atelier municipal";122-01;10000.00;
GOSSELIN-FLEURY;Geneviève;"Socialiste, républicain et citoyen";"La canaille digosvillaise";"76 route du rosier - Digosville";"Loisirs enfants en milieu rural";163-02;3200.00;
GOSSELIN-FLEURY;Geneviève;"Socialiste, républicain et citoyen";"LE THEIL";"LE THEIL";"aménagement extérieure nouvelle mairie";122-01;10000.00;
GOSSELIN-FLEURY;Geneviève;"Socialiste, républicain et citoyen";"Ligue de l'enseignement";"3, rue Recamier 75006 PARIS";"Soutien à l'action d'associations locales";163-02;1000.00;
GOSSELIN-FLEURY;Geneviève;"Socialiste, républicain et citoyen";"Office du Commerce et de l'Artisanat";"44 rue Gambetta - Cherbourg";"Animations et actions ville";134-02;2000.00;
GOSSELIN-FLEURY;Geneviève;"Socialiste, républicain et citoyen";"OMONVILLE LA ROGUE";"OMONVILLE LA ROGUE";"rénovation et mise aux normes du camping municipal";122-01;35000.00;
GOSSELIN-FLEURY;Geneviève;"Socialiste, républicain et citoyen";"Rugby Club Cherbourg Hague";"12 rue de l'Orléannais - Cherbourg";"Actions sportives jeunesse";219-01;2000.00;
GOSSELIN-FLEURY;Geneviève;"Socialiste, républicain et citoyen";SIDEVILLE;SIDEVILLE;"travaux de sécurisation RD122";122-01;10000.00;
GOSSELIN-FLEURY;Geneviève;"Socialiste, républicain et citoyen";"Solidarité Paysans";"36 rue du Docteur Leturc - Saint-Lô";"suivi paysans en difficulté";154-12;2000.00;
GOSSELIN-FLEURY;Geneviève;"Socialiste, républicain et citoyen";"TEURTHEVILLE BOCAGE";"TEURTHEVILLE BOCAGE";"acquisition tableaux numériques pour groupe scolaire";122-01;3790.00;
GOSSELIN-FLEURY;Geneviève;"Socialiste, républicain et citoyen";VAUVILLE;VAUVILLE;"création sanitaires publics extérieurs";122-01;15000.00;
